id,gen,sp,ssp,en,lat,lng,alt,q,type,rec,rmk,bird-seen
402012,Gracula,religiosa,,Common Hill Myna,,,220,B,"call, song",Mike Dooher,,yes
380369,Gracula,religiosa,,Common Hill Myna,,,10,B,call,Arnab Pal,"Was the recording modified significantly? No
Habitat: High dead tree
Behavior: Slight non-flight movement when calling
Plumage: Normal
Sex: Not known
Anything else that may have affected the bird's singing behavior: Cloudy weather with mild drizzle",yes
116481,Gracula,religiosa,intermedia,Common Hill Myna,,,90,B,"call, song",Mike Nelson,Two birds singing back and forth.,yes
116480,Gracula,religiosa,intermedia,Common Hill Myna,,,90,B,"call, song",Mike Nelson,The low gurgling and guttural notes in this recording are from this bird.,yes
116479,Gracula,religiosa,intermedia,Common Hill Myna,,,90,B,song,Mike Nelson,,yes
116478,Gracula,religiosa,intermedia,Common Hill Myna,,,100,B,song,Mike Nelson,Two birds in tall trees in the camp grounds.  img:http://www.flickr.com/photos/madbirder/8271692329/,yes
116477,Gracula,religiosa,intermedia,Common Hill Myna,,,100,B,song,Mike Nelson,Two birds in tall trees in the camp grounds.  img:http://www.flickr.com/photos/madbirder/8271692329/,yes
116476,Gracula,religiosa,intermedia,Common Hill Myna,,,100,B,song,Mike Nelson,Two birds in tall trees in the camp grounds. img:http://www.flickr.com/photos/madbirder/8271692329/,yes
116475,Gracula,religiosa,intermedia,Common Hill Myna,,,100,B,song,Mike Nelson,Two birds in tall trees in the camp grounds.  img:http://www.flickr.com/photos/madbirder/8271692329/,yes
369240,Gracula,religiosa,,Common Hill Myna,,,,C,call,Peter Boesman,,unknown
86365,Gracula,religiosa,,Common Hill Myna,,,7,C,call,Pankaj Koparde,,unknown
195264,Gracula,indica,,Southern Hill Myna,8.9082,77.0555,130,no score,Near its nesting hole.,chiefredearth,This was heard near its nesting hole on a tree.,yes
192896,Gracula,indica,,Southern Hill Myna,8.3549,76.9812,400,no score,call,chiefredearth,This was spotted in a forest in Thiruvananthapuram district.,unknown
564482,Gracula,indica,,Southern Hill Myna,10.9833,76.7341,480,A,"adult, sex uncertain, song",Prakash G,,yes
499660,Gracula,indica,,Southern Hill Myna,10.421,76.8592,650,A,"call, song",Sreekumar Chirukandoth,A small flock of birds resting on a short tree vocalizing,yes
499658,Gracula,indica,,Southern Hill Myna,10.421,76.8592,650,A,"call, song",Sreekumar Chirukandoth,A small flock of birds resting on a short tree vocalizing,yes
474748,Gracula,indica,,Southern Hill Myna,11.6807,76.0387,750,A,"call, song",Viral joshi,,yes
473476,Gracula,indica,,Southern Hill Myna,10.1274,76.7546,60,A,call,Frank Lambert,,unknown
473475,Gracula,indica,,Southern Hill Myna,10.1274,76.7546,60,A,call,Frank Lambert,,unknown
369239,Gracula,indica,,Southern Hill Myna,10.0558617,77.0712952,,A,call,Peter Boesman,,unknown
369237,Gracula,indica,,Southern Hill Myna,10.1962539,76.698035,,A,call,Peter Boesman,,unknown
473474,Gracula,indica,,Southern Hill Myna,10.1274,76.7546,60,B,call,Frank Lambert,,unknown
469390,Gracula,indica,,Southern Hill Myna,10.4084,76.7191,500,B,call,Vivek Puliyeri,,yes
464129,Gracula,indica,,Southern Hill Myna,11.1982,76.345,70,B,call,Vivek Puliyeri,,yes
464128,Gracula,indica,,Southern Hill Myna,11.1982,76.345,70,B,call,Vivek Puliyeri,,yes
464127,Gracula,indica,,Southern Hill Myna,11.1982,76.345,70,B,call,Vivek Puliyeri,,yes
464126,Gracula,indica,,Southern Hill Myna,11.1982,76.345,70,B,call,Vivek Puliyeri,,yes
433017,Gracula,indica,,Southern Hill Myna,14.2296,74.8181,500,B,song,Sreekumar Chirukandoth,Three birds were calling from different trees,yes
369238,Gracula,indica,,Southern Hill Myna,10.1273569,76.7545867,,B,call,Peter Boesman,,unknown
302751,Gracula,indica,,Southern Hill Myna,10.3115,76.5507,100,B,call,Dilip KG,from a tree 40 ft high,yes
234186,Gracula,indica,,Southern Hill Myna,10.0555,77.071,1500,B,call,Johan Roeland,,unknown
205234,Gracula,indica,,Southern Hill Myna,11.2759,76.2188,30,B,song,Vivek Puliyeri,,yes
44874,Gracula,indica,,Southern Hill Myna,10.4395,76.8703,751,B,call,Sander Bot,Split: Lesser Hill Myna,unknown
30681,Gracula,indica,,Southern Hill Myna,10.073826,77.091408,1500,B,call,Stuart Fisher,"Thanks to Praveen J & Paul Holt for ID, by some, now considered a seperate species",unknown
469478,Gracula,indica,,Southern Hill Myna,10.4084,76.7191,500,C,call,Vivek Puliyeri,,yes
469477,Gracula,indica,,Southern Hill Myna,10.4084,76.7191,500,C,call,Vivek Puliyeri,,yes
192973,Gracula,indica,,Southern Hill Myna,8.4875,76.9525,10,C,song,chiefredearth,"This song could be a Hill Mynah or a parrot, recorded from a forest in Thiruvananthapuram district.",unknown
269243,Gracula,indica,,Southern Hill Myna,10.1444,76.7459,70,D,call,Dilip KG,,yes
426355,Acridotheres,grandis,,Great Myna,26.935667,92.843335,,B,call,Peter Boesman,,unknown
426271,Acridotheres,fuscus,,Jungle Myna,10.2725,77.4793,1800,A,"call, song",Sreekumar Chirukandoth,"A single individual from a small flock was on  a powerline, calling and singing",yes
347606,Acridotheres,fuscus,,Jungle Myna,15.488,73.8232,30,A,"call, song",Mandar Bhagat,,yes
157858,Acridotheres,fuscus,mahrattensis,Jungle Myna,18.5206,73.8398,550,A,call,Rajgopal Patil,,yes
104349,Acridotheres,fuscus,,Jungle Myna,29.46,79.638,2200,A,call,vir joshi,,unknown
444546,Acridotheres,fuscus,,Jungle Myna,,,1400,B,call,KALYAN SINGH SAJWAN,,yes
426354,Acridotheres,fuscus,,Jungle Myna,26.925154,92.827847,,B,call,Peter Boesman,,unknown
369019,Acridotheres,fuscus,,Jungle Myna,9.6031376,77.1668688,,B,call,Peter Boesman,,unknown
209051,Acridotheres,fuscus,,Jungle Myna,15.5442,73.7733,10,B,call,Albert Lastukhin & Sergei Karpeev,,unknown
209023,Acridotheres,fuscus,,Jungle Myna,15.5442,73.7733,10,B,call,Albert Lastukhin & Sergei Karpeev,,unknown
208873,Acridotheres,fuscus,,Jungle Myna,15.5442,73.7733,10,B,call,Albert Lastukhin & Sergei Karpeev,,unknown
472540,Acridotheres,fuscus,,Jungle Myna,29.3524,79.5283,,C,Call,Peter Boesman,,unknown
208574,Acridotheres,fuscus,,Jungle Myna,15.5442,73.7733,10,C,call,Albert Lastukhin & Sergei Karpeev,,yes
208334,Acridotheres,fuscus,mahrattensis,Jungle Myna,15.5442,73.7733,10,C,call,Albert Lastukhin & Sergei Karpeev,,unknown
79746,Acridotheres,fuscus,,Jungle Myna,26.9498,92.7053,100,C,song,Frank Lambert,,unknown
44919,Acridotheres,fuscus,mahrattensis,Jungle Myna,11.56,76.652,950,C,call,Sander Bot,big noisy flock at night roost,unknown
208342,Acridotheres,fuscus,,Jungle Myna,15.5442,73.7733,10,D,call,Albert Lastukhin & Sergei Karpeev,,unknown
472543,Acridotheres,ginginianus,,Bank Myna,27.1593,77.5232,,A,Call,Peter Boesman,,unknown
472541,Acridotheres,ginginianus,,Bank Myna,27.1593,77.5232,,A,Call,Peter Boesman,,unknown
149549,Acridotheres,ginginianus,,Bank Myna,28.5633,77.14,240,A,"call, flight call",Frank Lambert,,yes
95781,Acridotheres,ginginianus,,Bank Myna,21.565,71.322,1,A,song,vir joshi,,unknown
149548,Acridotheres,ginginianus,,Bank Myna,28.5633,77.14,240,B,call,Frank Lambert,,yes
73025,Acridotheres,ginginianus,,Bank Myna,27.65,76.138,200,B,call,Mike Nelson,Common around all the toll booths and roadside stops,yes
265119,Acridotheres,ginginianus,,Bank Myna,15.389,73.8482,50,C,"call, flight call",Mandar Bhagat,Last few rapid notes are flight call,yes
73026,Acridotheres,ginginianus,,Bank Myna,27.65,76.138,200,C,call,Mike Nelson,Common around all the toll booths and roadside stops,yes
460110,Acridotheres,ginginianus,,Bank Myna,26.6461,77.9096,140,D,call,Peter Boesman,Two birds.,unknown
571185,Acridotheres,tristis,tristis,Common Myna,18.4973,73.8044,600,A,"adult, sex uncertain, song",Rajgopal Patil,,yes
571182,Acridotheres,tristis,tristis,Common Myna,18.4973,73.8044,600,A,"adult, sex uncertain, song",Rajgopal Patil,,yes
568910,Acridotheres,tristis,tristis,Common Myna,18.4973,73.8044,600,A,"adult, sex uncertain, song",Rajgopal Patil,,yes
500615,Acridotheres,tristis,,Common Myna,12.9211,80.1849,20,A,"call, song",Sreekumar Chirukandoth,A lone bird sitting under s sun=shade and merrily singing. Recorded with Yu Yureka2/RecForge II/Ocenaudio,yes
472544,Acridotheres,tristis,,Common Myna,28.464,76.893,,A,Song,Peter Boesman,,unknown
464285,Acridotheres,tristis,tristis,Common Myna,18.4973,73.8044,600,A,song,Rajgopal Patil,,yes
426356,Acridotheres,tristis,,Common Myna,26.932288,92.837784,,A,call,Peter Boesman,,unknown
400123,Acridotheres,tristis,,Common Myna,23.8506,72.1912,90,A,call,Viral Patel & Pankaj Maheria,,yes
379536,Acridotheres,tristis,,Common Myna,21.04,75.8519,220,A,"alarm call, female, juvenile, male",Lakshmikant Rajaram Neve,,yes
369018,Acridotheres,tristis,,Common Myna,10.1128448,76.70223,,A,call,Peter Boesman,,unknown
331552,Acridotheres,tristis,,Common Myna,21.0476,75.8539,200,A,"alarm call, call",Lakshmikant Rajaram Neve,,yes
309110,Acridotheres,tristis,tristis,Common Myna,19.2316,72.8753,40,A,call,Yogesh Patel,,yes
194208,Acridotheres,tristis,,Common Myna,12.026,79.8492,30,A,call,Pronoy Baidya,"Was the recording modified significantly? No
Habitat: Degraded Scrub Jungle",yes
192299,Acridotheres,tristis,,Common Myna,12.026,79.8492,30,A,call,Pronoy Baidya,"Was the recording modified significantly? No
Habitat: Degraded Scrub Forest",yes
187040,Acridotheres,tristis,,Common Myna,23.5351,87.3447,80,A,"begging call, juvenile",Saikat Adhurya,Equpment: Cano Powershot SX150IS,yes
187036,Acridotheres,tristis,,Common Myna,23.5351,87.3447,80,A,call,Sagar Adhurya,Equipment: Canon Powershot SX150IS,no
129571,Acridotheres,tristis,,Common Myna,22.456,88.404,10,A,"Nest defending calls, alarm call",Sudipto Roy,Two common mynas trying to defend their nesting site on top of a dead coconut tree stump with the top leaves gone. The other claimant to the same sight is a rose-ringed parakeet that comes flying in and makes several attempts/sorties to stake claim to the same spot. On an overcast morning with a short thunderstorm the previous night.,yes
116708,Acridotheres,tristis,,Common Myna,31.52,77.8,2200,A,call,Lakshminarasimha R,,yes
114748,Acridotheres,tristis,,Common Myna,31.52,77.8,2200,A,call,Lakshminarasimha R,Call recorded from a flock of birds foraging on the ground in an apple orchard.,yes
90664,Acridotheres,tristis,tristis,Common Myna,21.602,71.394,?,A,song,vir joshi,,unknown
90539,Acridotheres,tristis,,Common Myna,22.537,88.3395,17,A,Flight call,Sudipto Roy,Birds flying overhead and calling early in the morning. They fly in the same direction every morning in small flocks.,unknown
73134,Acridotheres,tristis,tristis,Common Myna,28.494,77.159,200,A,"call, song",Mike Nelson,,yes
73133,Acridotheres,tristis,tristis,Common Myna,28.494,77.159,200,A,"call, song",Mike Nelson,,yes
73131,Acridotheres,tristis,tristis,Common Myna,28.494,77.159,200,A,"call, song",Mike Nelson,As the name implies these were common all around India,yes
20119,Acridotheres,tristis,tristis,Common Myna,8.7723,76.7089,5,A,Song & calls from several birds,Stuart Fisher,,unknown
577887,Acridotheres,tristis,,Common Myna,18.5013,73.8049,600,B,song,Rajgopal Patil,Habitat: Suburban residential.,yes
577886,Acridotheres,tristis,,Common Myna,18.5013,73.8049,600,B,song,Rajgopal Patil,Habitat: Suburban residential.,yes
530827,Acridotheres,tristis,,Common Myna,16.9752,82.23,10,B,"adult, sex uncertain, song",Karol Kustusch,Bird sitting on the windowsill. Recording taken from the room interior.,no
507723,Acridotheres,tristis,,Common Myna,29.5334,78.9334,600,B,"flight call, song",Jean Roché,,yes
507717,Acridotheres,tristis,,Common Myna,29.5334,78.9334,600,B,"sex uncertain, song",Jean Roché,,unknown
473458,Acridotheres,tristis,tristis,Common Myna,10.1274,76.7546,60,B,song,Frank Lambert,,unknown
472545,Acridotheres,tristis,,Common Myna,29.54,79.1,,B,Song,Peter Boesman,,unknown
469381,Acridotheres,tristis,,Common Myna,11.2759,76.2188,30,B,call,Vivek Puliyeri,,yes
469357,Acridotheres,tristis,,Common Myna,12.9912,80.2363,10,B,call,Vivek Puliyeri,,yes
426169,Acridotheres,tristis,,Common Myna,12.9211,80.1849,20,B,"begging call, song",Sreekumar Chirukandoth,Sound of song of parents as they approach the nest and the begging call of nestlings as they are being fed by the adults.,yes
369017,Acridotheres,tristis,,Common Myna,10.106731,76.706017,,B,call,Peter Boesman,,unknown
336261,Acridotheres,tristis,,Common Myna,21.0487,75.8515,220,B,"call, juvenile",Lakshmikant Rajaram Neve,,yes
335602,Acridotheres,tristis,,Common Myna,21.0482,75.8507,220,B,call,Lakshmikant Rajaram Neve,,yes
331396,Acridotheres,tristis,,Common Myna,21.0643,75.7859,200,B,call,Lakshmikant Rajaram Neve,,yes
269131,Acridotheres,tristis,,Common Myna,12.9912,80.2363,10,B,call,Vivek Puliyeri,,yes
198615,Acridotheres,tristis,,Common Myna,15.8089,74.5177,750,B,song,Madhushri Mudke ,,yes
196959,Acridotheres,tristis,,Common Myna,15.4542,73.8306,20,B,call,Andrew Mascarenhas,,yes
195262,Acridotheres,tristis,,Common Myna,8.4526,76.9744,20,B,communicating while feeding on the ground,chiefredearth,I saw a group feeding on the ground near a stream.,yes
157876,Acridotheres,tristis,tristis,Common Myna,18.5206,73.8398,550,B,call,Rajgopal Patil,,yes
146924,Acridotheres,tristis,,Common Myna,23.3314,85.3193,15,B,song,Brajesh Kumar Dubey,"The Common Myna or Indian Myna (Acridotheres tristis), sometimes spelled Mynah, is a member of the family Sturnidae (starlings and mynas) native to Asia.",yes
116527,Acridotheres,tristis,tristis,Common Myna,26.9238,92.8288,100,B,song,Mike Nelson,,yes
116526,Acridotheres,tristis,tristis,Common Myna,26.9238,92.8288,100,B,call,Mike Nelson,,yes
116525,Acridotheres,tristis,tristis,Common Myna,28.464,76.893,220,B,call,Mike Nelson,,yes
116524,Acridotheres,tristis,tristis,Common Myna,28.5057,77.2202,240,B,song,Mike Nelson,,yes
73788,Acridotheres,tristis,tristis,Common Myna,29.5442,78.8791,600,B,"call, song",Mike Nelson,Several birds on the roof of the entrance to the park.,yes
73132,Acridotheres,tristis,tristis,Common Myna,26.928,75.793,200,B,"call, song",Mike Nelson,Sorry about the dogs,yes
444548,Acridotheres,tristis,,Common Myna,30.6694,78.3753,1300,C,alarm call,chiefredearth,There were a few birds call while a mixed food hunt was going in the bushes in a village but the Common Myna's call sounded like a distress or alarm call.,unknown
358067,Acridotheres,tristis,,Common Myna,21.0429,75.8402,220,C,call,Lakshmikant Rajaram Neve,,yes
79745,Acridotheres,tristis,,Common Myna,26.9498,92.7053,100,C,"call, song",Frank Lambert,,unknown
79744,Acridotheres,tristis,,Common Myna,26.9498,92.7053,100,C,flight call,Frank Lambert,,unknown
379535,Acridotheres,tristis,,Common Myna,21.04,75.8519,220,E,"alarm call, female, juvenile",Lakshmikant Rajaram Neve,,yes
530826,Gracupica,contra,,Pied Myna,,,10,B,"adult, call, sex uncertain",Karol Kustusch,Dispute of four individuals. Pasture land. High-Pass Filter.,yes
488790,Gracupica,contra,,Pied Myna,,,550,B,song,Paul Bourdin,,yes
472748,Gracupica,contra,,Pied Myna,,,,B,Call,Peter Boesman,,unknown
426594,Gracupica,contra,,Pied Myna,,,,B,call,Peter Boesman,,unknown
426593,Gracupica,contra,,Pied Myna,,,,B,call,Peter Boesman,,unknown
186725,Gracupica,contra,,Pied Myna,,,80,B,call,Saikat Adhurya,,yes
174983,Gracupica,contra,contra,Pied Myna,,,260,B,call,vir joshi,huge count,yes
129321,Gracupica,contra,,Pied Myna,,,0,B,song,Sudipto Roy,Several birds busy in nesting season,yes
129320,Gracupica,contra,,Pied Myna,,,0,B,"alarm call, call",Sudipto Roy,Several birds calling together in a nesting colony. Many nests on a large pipul tree (Ficus Religiosa). Parents busy chasing out predatory house crows. No manipulation except reasonable amplification. High-res version available.,yes
116351,Gracupica,contra,sordida,Pied Myna,,,90,B,song,Mike Nelson,Two birds seen here. One of the local children singing along!,yes
116350,Gracupica,contra,sordida,Pied Myna,,,90,B,song,Mike Nelson,Two birds seen here.,yes
100496,Gracupica,contra,,Pied Myna,,,160,B,call,Frank Lambert,,unknown
73020,Gracupica,contra,contra,Pied Myna,,,200,B,call,Mike Nelson,"Calling from a tree in the neighboring yard, train in background, part of the vagaries of trying to record in a city in India.",yes
460252,Gracupica,contra,,Pied Myna,,,180,D,call,Peter Boesman,,unknown
459085,Sturnia,malabarica,,Chestnut-tailed Starling,13.3605,74.7864,90,no score,call,ARUN PRABHU,,yes
574618,Sturnia,malabarica,,Chestnut-tailed Starling,23.1618,79.9516,420,A,"adult, call, song",Sreekumar Chirukandoth,A group of birds foraging on three trees. See details here https://ebird.org/checklist/S64138526,yes
574617,Sturnia,malabarica,,Chestnut-tailed Starling,23.1618,79.9516,420,A,"adult, call, song",Sreekumar Chirukandoth,A group of birds foraging on three trees. See details here https://ebird.org/checklist/S64138526,yes
187715,Sturnia,malabarica,,Chestnut-tailed Starling,23.5341,87.3444,80,A,call,Sagar Adhurya,Equipment: Canon PS SX150IS,yes
187125,Sturnia,malabarica,,Chestnut-tailed Starling,23.5351,87.3447,80,A,call,Sagar Adhurya,,yes
103313,Sturnia,malabarica,,Chestnut-tailed Starling,29.529,78.774,?,A,call,vir joshi,,unknown
473073,Sturnia,malabarica,,Chestnut-tailed Starling,29.54,79.1,,B,Call,Peter Boesman,,unknown
395053,Sturnia,malabarica,,Chestnut-tailed Starling,10.108,76.713,50,B,call,Dilip KG,on top of a leafless tree. several birds. far,yes
187126,Sturnia,malabarica,,Chestnut-tailed Starling,23.5351,87.3447,80,B,call,Saikat Adhurya,,yes
116464,Sturnia,malabarica,malabarica,Chestnut-tailed Starling,26.5871,93.4518,80,B,call,Mike Nelson,Several birds in the scattered trees in the plantation.,yes
79687,Sturnia,malabarica,,Chestnut-tailed Starling,26.589,93.422,100,B,call,Frank Lambert,,unknown
574616,Sturnia,malabarica,,Chestnut-tailed Starling,23.1618,79.9516,420,C,"adult, call, song",Sreekumar Chirukandoth,A group of birds foraging on three trees. See details here https://ebird.org/checklist/S64138526,yes
302748,Sturnia,malabarica,,Chestnut-tailed Starling,10.2985,76.4671,80,C,call,Dilip KG,feeding from bombax; 4-5 birds,yes
116467,Sturnia,malabarica,malabarica,Chestnut-tailed Starling,26.5871,93.4518,80,C,call,Mike Nelson,"Several birds in the scattered trees in the plantation, some human voices in this one.",yes
116466,Sturnia,malabarica,malabarica,Chestnut-tailed Starling,26.5871,93.4518,80,C,call,Mike Nelson,"Several birds in the scattered trees in the plantation, some human voices in this one.",yes
116465,Sturnia,malabarica,malabarica,Chestnut-tailed Starling,26.5871,93.4518,80,C,call,Mike Nelson,"Several birds in the scattered trees in the plantation, some human voices in this one.",yes
331547,Sturnia,malabarica,,Chestnut-tailed Starling,21.0476,75.8539,200,D,"call, song",Lakshmikant Rajaram Neve,,yes
496209,Sturnia,erythropygia,,White-headed Starling,11.8397,92.6538,20,A,call,Sreekumar Chirukandoth,A  bird from a flock foraging on a Ficus tree with Common Mynas calling. Begging calls of juvenile Common Mynas can be heard in the background. <https://ebird.org/view/checklist/S59079237>,yes
496208,Sturnia,erythropygia,,White-headed Starling,11.8397,92.6538,20,A,call,Sreekumar Chirukandoth,A  bird from a flock foraging on a Ficus tree with Common Mynas calling.<https://ebird.org/view/checklist/S59079237>,yes
369562,Sturnia,erythropygia,,White-headed Starling,11.5156,92.7116,,B,call,Peter Boesman,Not sure if all calls are of the Starling.,unknown
369561,Sturnia,erythropygia,,White-headed Starling,11.797488,92.7176571,,B,call,Peter Boesman,,unknown
369556,Sturnia,blythii,,Malabar Starling,9.6031376,77.1668688,,A,call,Peter Boesman,,unknown
369557,Sturnia,blythii,,Malabar Starling,9.5788939,77.1806878,,B,call and song,Peter Boesman,Call and probably also the whistles,unknown
334186,Sturnia,blythii,,Malabar Starling,10.1577,76.6038,110,B,call,Dilip KG,calling from a tree 20 ft above,unknown
428399,Sturnia,blythii,,Malabar Starling,9.3218,76.7005,10,C,call,Sreekumar Chirukandoth,A huge flock  of about 25 birds was noisily foraging on a peepul tree,yes
369555,Sturnia,blythii,,Malabar Starling,10.1273569,76.7545867,,C,call,Peter Boesman,,unknown
198976,Sturnia,blythii,,Malabar Starling,15.3622,73.8918,10,C,call,Mandar Bhagat,,yes
178254,Sturnia,blythii,,Malabar Starling,15.4402,74.2522,130,C,call,vir joshi,,yes
334046,Sturnia,pagodarum,,Brahminy Starling,21.0421,75.8535,220,no score,call,Lakshmikant Rajaram Neve,,yes
334045,Sturnia,pagodarum,,Brahminy Starling,21.0421,75.8535,220,no score,"Thermal Power Station in service, call",Lakshmikant Rajaram Neve,,yes
573221,Sturnia,pagodarum,,Brahminy Starling,12.8307,80.0382,50,A,"adult, call, song",Sreekumar Chirukandoth,Details can be seen here https://ebird.org/checklist/S42360873,yes
573220,Sturnia,pagodarum,,Brahminy Starling,12.8307,80.0382,50,A,"adult, call, song",Sreekumar Chirukandoth,Details can be seen here https://ebird.org/checklist/S42360873,yes
529845,Sturnia,pagodarum,,Brahminy Starling,23.3777,69.2658,110,A,call,Oscar Campbell,Bird calling in tall hedge along dry riverbed.,yes
473075,Sturnia,pagodarum,,Brahminy Starling,27.1593,77.5232,,A,Song,Peter Boesman,,unknown
424375,Sturnia,pagodarum,,Brahminy Starling,12.8312,80.0385,50,A,call,Sreekumar Chirukandoth,"A pair was seen near its nesting site, the nest probably with nestlings. Both adults were vocalizing",yes
424374,Sturnia,pagodarum,,Brahminy Starling,12.8312,80.0385,50,A,call,Sreekumar Chirukandoth,"A pair was seen near its nesting site, the nest probably with nestlings. Both adults were vocalizing",yes
424372,Sturnia,pagodarum,,Brahminy Starling,12.8312,80.0385,50,A,call,Sreekumar Chirukandoth,"A pair was seen near its nesting site, the nest probably with nestlings. Both adults were vocalizing",yes
187948,Sturnia,pagodarum,,Brahminy Starling,23.5394,87.3321,90,A,"begging call, call, juvenile",Saikat Adhurya,Equipment: Canon PS S3IS,yes
165867,Sturnia,pagodarum,,Brahminy Starling,24.6314,72.7634,1300,A,song,Frank Lambert,"Same individual as on XC165865, XC165866.",yes
165866,Sturnia,pagodarum,,Brahminy Starling,24.6314,72.7634,1300,A,song,Frank Lambert,Same individual as on XC165865.,yes
95782,Sturnia,pagodarum,,Brahminy Starling,21.564,71.322,10,A,song,vir joshi,,unknown
44930,Sturnia,pagodarum,,Brahminy Starling,11.5601,76.652,950,A,call,Sander Bot,,unknown
19605,Sturnia,pagodarum,,Brahminy Starling,27.1501,77.5001,?,A,call,David Farrow,,unknown
473074,Sturnia,pagodarum,,Brahminy Starling,27.1593,77.5232,,B,Call,Peter Boesman,,unknown
369560,Sturnia,pagodarum,,Brahminy Starling,11.5515,76.6501,,B,song,Peter Boesman,,unknown
369559,Sturnia,pagodarum,,Brahminy Starling,11.5389,76.6428,,B,call,Peter Boesman,,unknown
308264,Sturnia,pagodarum,,Brahminy Starling,23.2378,69.6671,110,B,song,Mike Nelson,img:https://www.flickr.com/photos/madbirder/24508807572/in/photolist-DvkhDP-DkL3BN-Do1tnD,yes
200264,Sturnia,pagodarum,,Brahminy Starling,21.1458,79.0882,320,B,call,Madhushri Mudke ,,yes
187955,Sturnia,pagodarum,,Brahminy Starling,23.5394,87.3321,90,B,call,Sagar Adhurya,Equipment: Canon PS SX150IS,yes
165865,Sturnia,pagodarum,,Brahminy Starling,24.6314,72.7634,1300,B,song,Frank Lambert,,yes
460129,Sturnia,pagodarum,,Brahminy Starling,27.1593,77.5232,170,C,song,Peter Boesman,Single bird in a small tree.,unknown
443646,Sturnia,pagodarum,,Brahminy Starling,12.8174,80.0449,40,C,call,Vivek Puliyeri,,yes
369558,Sturnia,pagodarum,,Brahminy Starling,11.5389,76.6428,,C,song,Peter Boesman,Very windy conditions,unknown
336390,Sturnia,pagodarum,,Brahminy Starling,21.0476,75.8539,200,C,"begging call, call, juvenile",Lakshmikant Rajaram Neve,,yes
74554,Sturnia,pagodarum,,Brahminy Starling,,,?,C,call,Divyaraj Shah,,unknown
472876,Pastor,roseus,,Rosy Starling,27.1593,77.5232,,A,Call,Peter Boesman,,unknown
472875,Pastor,roseus,,Rosy Starling,27.1593,77.5232,,A,Call,Peter Boesman,Calls of a large group.,unknown
472874,Pastor,roseus,,Rosy Starling,27.1593,77.5232,,A,Call,Peter Boesman,Calls of a large group.,unknown
472873,Pastor,roseus,,Rosy Starling,27.1593,77.5232,,A,Call,Peter Boesman,Calls of a large group.,unknown
462167,Pastor,roseus,,Rosy Starling,13.3193,74.8111,30,A,song,ARUN PRABHU,,unknown
116615,Pastor,roseus,,Rosy Starling,18.9957,72.8615,0,A,call,Saurabh Sawant,Single bird calling,yes
116614,Pastor,roseus,,Rosy Starling,18.9957,72.8615,0,A,call,Saurabh Sawant,Single bird calling,yes
98654,Pastor,roseus,,Rosy Starling,21.57,71.304,?,A,call,vir joshi,,unknown
409921,Pastor,roseus,,Rosy Starling,23.5645,69.2784,10,B,song,Frank Lambert,,yes
573356,Pastor,roseus,,Rosy Starling,28.3972,79.4325,180,C,"adult, call, song",Sreekumar Chirukandoth,"A small flock was foraging on a Peepal (Ficus religiosa)tree, singing all the time. See details here https://ebird.org/india/checklist/S44710834",yes
409922,Pastor,roseus,,Rosy Starling,23.5645,69.2784,10,C,song,Frank Lambert,,yes
409920,Pastor,roseus,,Rosy Starling,23.5645,69.2784,10,C,song,Frank Lambert,,yes
327141,Pastor,roseus,,Rosy Starling,18.5074,73.8077,600,D,call,Lakshmi Ravishankar,"Please watch this video. I have uploaded the audio of this video here
https://youtu.be/r_6tPGJ5XZQ",yes
460939,Pastor,roseus,,Rosy Starling,26.9108,75.8189,440,E,call,Peter Boesman,"A huge roosting site of exclusively Rosy Starlings (in the Pink City !), in the trees around Albert Hall. Recorded with smartphone amidst honking traffic. Result of the thousands of bird twittering simultaneously is not much more than loud white noise...",unknown
396106,Sturnus,vulgaris,,Common Starling,28.6707,77.2024,220,B,call,Monica Kaushik,,yes
167171,Sturnus,vulgaris,,Common Starling,27.8056,74.4305,300,D,"flight call, short distance flight call",pradnyavant mane,,yes
167169,Sturnus,vulgaris,,Common Starling,27.8056,74.4305,300,D,"call, communication",pradnyavant mane,a small group of birds searching for food near the small water body.,yes
496200,Geokichla,citrina,,Orange-headed Thrush,,,10,A,"call, song",Sreekumar Chirukandoth,A lone bird merrily singing from the canopy of a tree. <https://ebird.org/view/checklist/S59041045>,yes
496199,Geokichla,citrina,,Orange-headed Thrush,,,10,A,"call, song",Sreekumar Chirukandoth,A lone bird merrily singing from the canopy of a tree. <https://ebird.org/view/checklist/S59041045>,yes
496198,Geokichla,citrina,,Orange-headed Thrush,,,10,A,"call, song",Sreekumar Chirukandoth,A lone bird merrily singing from the canopy of a tree. <https://ebird.org/view/checklist/S59041045>,yes
496197,Geokichla,citrina,,Orange-headed Thrush,,,10,A,"call, song",Sreekumar Chirukandoth,A lone bird merrily singing from the canopy of a tree. <https://ebird.org/view/checklist/S59041045>,yes
485105,Geokichla,citrina,,Orange-headed Thrush,,,600,A,"Mimicking call, call, song",Sreekumar Chirukandoth,The bird was singing merrily  from high up the canopy. The ebird list an be seen at <https://ebird.org/view/checklist/S55008778>,no
485103,Geokichla,citrina,,Orange-headed Thrush,,,600,A,"Mimicking call, call, song",Sreekumar Chirukandoth,The bird was singing merrily  from high up the canopy. The ebird list an be seen at <https://ebird.org/view/checklist/S55008778>,no
